-1	0.302235163295794	0	0	0.422928833610443	0	0	0	0	0	0	0	0	0	0
0	-1	0.355319059334305	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-1	0.508209190089516	0	0	0	0.229266642216226	0	0	0	0	0.422785864470434	0	0
0	0	0	-1	0.6	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-1	0.373337686387611	0	0	0.510685111039134	0	0	0	0	0
0	0	0	0	0	0	-1	0.47016721769194	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-1	0.351240950871019	0	0	0	0.468563285776295	0	0
0	0	0	0	0	0	0	0	-1	0.58624797253191	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-1	0.277243427778415	0	0	0.4393058928777
0	0	0	0	0	0	0	0	0	0	0	-1	0.333011488994351	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-1	0.534092945233131	0
0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0.438808331624114
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
