-1	0.453621869471862	0	0	0.410681407593459	0	0	0	0	0	0	0	0	0	0
0	-1	0.328357137627414	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-1	0.334444061049609	0	0	0	0.327772932756671	0	0	0	0	0.327850952283559	0	0
0	0	0	-1	0.431436276331075	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-1	0.584821621801897	0	0	0.205492140008067	0	0	0	0	0
0	0	0	0	0	0	-1	0.372489432456119	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-1	0.6	0	0	0	0.379881900048286	0	0
0	0	0	0	0	0	0	0	-1	0.550852575609615	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-1	0.231945722247735	0	0	0.483694989083729
0	0	0	0	0	0	0	0	0	0	0	-1	0.342646586589412	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-1	0.381418347263234	0
0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0.400893411567657
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
