-1	0.403587963872948	0	0	0.379630952043264	0	0	0	0	0	0	0	0	0	0
0	-1	0.337246878003317	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-1	0.453539795424911	0	0	0	0.357069699544808	0	0	0	0	0.405580119017647	0	0
0	0	0	-1	0.455288351742382	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-1	0.2	0	0	0.241959750069684	0	0	0	0	0
0	0	0	0	0	0	-1	0.413256073141728	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-1	0.559294070376602	0	0	0	0.363212643325936	0	0
0	0	0	0	0	0	0	0	-1	0.501841178862471	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-1	0.392133808064055	0	0	0.428880701873034
0	0	0	0	0	0	0	0	0	0	0	-1	0.331834313999764	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-1	0.297544694257097	0
0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0.276564652201574
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
