-1	0.6	0	0	0.40559406788884	0	0	0	0	0	0	0	0	0	0
0	-1	0.45246386797711	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-1	0.398821267604869	0	0	0	0.2	0	0	0	0	0.499011487204949	0	0
0	0	0	-1	0.491314081776137	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-1	0.289293010517399	0	0	0.527645247367439	0	0	0	0	0
0	0	0	0	0	0	-1	0.448549770731281	0	0	0	0	0	0	0
0	0	0	0	0	0	0	-1	0.399499492624447	0	0	0	0.421889912088118	0	0
0	0	0	0	0	0	0	0	-1	0.372378214064524	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	-1	0.586340061318454	0	0	0.468043858374895
0	0	0	0	0	0	0	0	0	0	0	-1	0.34774406983636	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-1	0.410342444693732	0
0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0.319235086910282
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
