nan	3.363652094148996685e-01	5.392849594025412863e-01
nan	8.372691896716853988e-01	1.016591160238794478e+00
nan	1.927176182716853481e-01	1.488350529387945098e-01
nan	6.721278624716854333e-01	2.953662890387945272e-01
nan	6.148121672716854169e-01	6.927710120387945425e-01
nan	7.131127104716853404e-01	7.904319522387944774e-01
nan	5.292912145716853756e-01	6.585599263387945657e-01
nan	8.136126114716853985e-01	8.158438982387945515e-01
nan	2.658347049716853761e-01	6.339578878387944760e-01
nan	7.676676280716854261e-01	8.136324140387944936e-01
nan	3.559185855716853197e-01	7.156659443387944908e-01
nan	8.461846650716854379e-01	7.378807643387945703e-01
nan	1.540771707716853678e-01	8.140879067387944978e-01
nan	5.938107215716853515e-01	5.445041291387945348e-01
nan	7.188758525716854031e-01	9.740348926387945028e-01
nan	4.930589689716854407e-01	1.970700878387945387e-01
nan	8.183211912716853442e-01	4.313430953387945022e-01
nan	2.266654922716853371e-01	8.582276735387944777e-01
nan	7.138665451716853516e-01	4.516709997387945430e-01
nan	5.022794606716853849e-01	9.143949326387945664e-01
nan	8.146147303716854138e-01	3.367398891387944904e-01
nan	2.298845651716853455e-01	7.389657305387945518e-01
nan	7.225474370716853389e-01	6.917897216387944859e-01
nan	4.717991306716854405e-01	8.996923618387945298e-01
nan	8.468586742716853744e-01	3.747845823387945252e-01
nan	1.455546820716853706e-01	7.981066984387945595e-01
nan	5.749881372716854067e-01	5.774378931387945668e-01
nan	7.545720773716854124e-01	9.774483966387945699e-01
nan	3.949207808716853618e-01	1.927258040387945237e-01
nan	8.537023682716854411e-01	4.185041778387945111e-01
nan	1.085836070716853508e-01	8.593968328387945332e-01
nan	4.970967441716853674e-01	4.377723754387944921e-01
nan	8.133437620716853500e-01	9.187657255387945421e-01
nan	2.534462634716853069e-01	3.969548941387945340e-01
nan	7.488916622716853544e-01	7.824828909387945286e-01
nan	4.235713186716854040e-01	7.745947014387944973e-01
nan	8.386892457716853544e-01	6.498808804387945504e-01
nan	1.830195580716853787e-01	8.893783200387944676e-01
nan	6.508547580716853576e-01	3.649538205387944934e-01
nan	6.255999861716854404e-01	8.175361976387944818e-01
nan	6.838427372716854302e-01	5.946902588387945610e-01
nan	5.595059158716854109e-01	8.764085624387945028e-01
nan	7.742498113716853592e-01	4.486077176387945342e-01
nan	3.480166289716853933e-01	8.627546697387945551e-01
nan	8.288522040716853612e-01	4.542709887387945122e-01
nan	1.932464457716853434e-01	8.984290528387944841e-01
nan	6.618334944716853796e-01	3.434461108387945050e-01
nan	6.236981134716853559e-01	7.820549562387945075e-01
nan	6.734415999716854007e-01	6.606998387387945648e-01
nan	5.928097921716853902e-01	8.346368339387945090e-01
nan	7.173416141716854044e-01	5.511878062387945976e-01
