nan	2.801239947449128964e-01	4.522617992765992634e-01
nan	6.598686633798491741e-01	9.597056778244706932e-01
nan	1.029760719179849238e+00	3.586452777244707457e-01
nan	3.419197425798492507e-01	7.807893336244707827e-01
nan	7.943301273798492046e-01	5.679023380244707653e-01
nan	8.993808943798492495e-01	9.594973803244707389e-01
nan	7.024106246798492714e-01	1.754673298244707469e-01
nan	1.003291586379849276e+00	3.987367303244707673e-01
nan	4.255016098798492519e-01	8.226978243244706945e-01
nan	9.239539033798491729e-01	4.857643594244707708e-01
nan	6.074185409798492641e-01	9.292922634244707991e-01
nan	1.036115369879849313e+00	2.253168526244707370e-01
nan	2.875594883798492374e-01	5.387554760244708252e-01
nan	6.728378798798492211e-01	8.282629972244707206e-01
nan	9.974930299798492328e-01	6.911345546244707094e-01
nan	4.381782597798491996e-01	8.055690149244707499e-01
nan	9.406216131798492697e-01	5.257455606244707536e-01
nan	5.704230308798492466e-01	9.398464737244707212e-01
nan	1.030885511679849209e+00	1.866626088244707493e-01
nan	2.980113716798492574e-01	4.435302455244707343e-01
nan	7.001704132798491909e-01	8.111280950244706967e-01
nan	9.908074914798492561e-01	7.221107099244707950e-01
nan	4.290813277798491976e-01	7.583984713244708020e-01
nan	9.245829976798491945e-01	6.214317853244707424e-01
nan	6.122065668798492011e-01	9.232832000244707293e-01
nan	1.031358885379849211e+00	2.434160467244707582e-01
nan	2.959518221798492221e-01	5.799676938244707758e-01
nan	6.958678113798492104e-01	8.158006102244707014e-01
nan	9.969779200798492003e-01	7.136319839244706920e-01
nan	4.111869626798492217e-01	7.712726489244707828e-01
nan	9.004831866798492790e-01	5.957796614244706968e-01
nan	6.721419056798492164e-01	9.387383590244707809e-01
nan	1.007602334879849293e+00	2.041709156244707335e-01
nan	3.732895420798492125e-01	4.834982404244707599e-01
nan	8.491034425798492657e-01	8.309511818244706971e-01
nan	7.878035765798492296e-01	6.593476569244707264e-01
nan	8.830304245798492602e-01	7.972433180244707929e-01
nan	7.131498886798491865e-01	6.048745162244707485e-01
nan	9.727788104798492652e-01	8.334988167244707924e-01
nan	4.921227890798492433e-01	5.495908301244707417e-01
nan	9.836261492798492601e-01	8.382259992244707192e-01
nan	4.780498786798492161e-01	6.070926204244707636e-01
nan	9.807696147798492525e-01	8.103520759244707827e-01
nan	4.587095959798492273e-01	6.699885571244706961e-01
nan	9.589344998798492448e-01	7.543011421244707471e-01
nan	5.222388424798493078e-01	7.753129277244708017e-01
nan	1.010248224579849197e+00	5.988045631244707234e-01
nan	3.690647043798492288e-01	9.139677869244707820e-01
nan	8.377326635798492127e-01	2.422102267244707341e-01
nan	7.995793438798491914e-01	5.944325343244707405e-01
nan	8.725546972798492451e-01	8.490149396244707214e-01
nan	7.318396107798492700e-01	4.864795743244707538e-01
nan	9.578534500798492335e-01	8.544077605244707607e-01
nan	5.270613171798492758e-01	4.947107508244707463e-01
nan	1.009173768779849212e+00	8.418965298244707185e-01
nan	3.831259182798492091e-01	5.880798199244707813e-01
nan	8.558915102798492214e-01	8.162964168244707386e-01
nan	7.873969092798491776e-01	6.864890256244707833e-01
nan	8.912472318798492221e-01	7.654978268244707618e-01
nan	6.896109390798492722e-01	6.653286985244707408e-01
nan	1.000269065079849362e+00	7.809901428244707677e-01
nan	3.991665930798492523e-01	6.648064327244707084e-01
nan	8.866934326798492361e-01	7.554259039244707319e-01
nan	7.000579277798492095e-01	7.899721122244707239e-01
nan	9.894135391798491996e-01	5.907221055244707975e-01
nan	4.337906466798492344e-01	8.797655536244707308e-01
nan	9.304735377798492024e-01	3.468314211244707401e-01
nan	5.990175967798492263e-01	7.898701653244707410e-01
